,ingresos,jefe_hogar,sexo,edad,estado_civil,escolaridad,time_traba,tipo_traba,horas_traba,sub_alimenta,sub_transpor,sub_fami,sub_edu,horastraba
33862,-32,0,0,25,0,16,12,1,48,2,1,1,2,48
33863,-32,0,0,25,0,16,48,1,48,2,1,1,2,48
33864,-32,0,0,25,0,16,3,1,48,2,1,2,2,48
33865,-18,1,0,45,0,11,7,1,60,2,2,2,2,60
33866,-18,1,0,45,0,11,72,1,54,2,1,1,2,54
33867,-18,0,0,26,1,11,7,1,60,2,2,2,2,60
33868,-18,0,0,26,1,11,72,1,54,2,1,1,2,54
33869,-18,0,1,23,1,11,7,1,60,2,2,2,2,60
33870,-18,0,1,23,1,11,72,1,54,2,1,1,2,54
33871,-128,1,0,32,1,14,3,4,24,0,0,0,0,24
33872,-64,1,0,32,1,14,2,4,48,0,0,0,0,48
33873,-128,0,1,34,1,16,3,4,24,0,0,0,0,24
33874,-64,0,1,34,1,16,2,4,48,0,0,0,0,48
33875,-128,0,0,49,1,5,3,4,24,0,0,0,0,24
33876,-64,0,0,49,1,5,2,4,48,0,0,0,0,48
33877,-128,0,1,58,1,6,3,4,24,0,0,0,0,24
33878,-64,0,1,58,1,6,2,4,48,0,0,0,0,48
33879,-64,1,0,68,0,6,-76,4,48,0,0,0,0,48
33880,-64,0,1,67,0,6,-76,4,48,0,0,0,0,48
33881,32,1,1,33,1,11,10,1,48,2,2,2,2,48
33882,32,0,0,31,1,11,10,1,48,2,2,2,2,48
33883,32,0,0,74,0,4,10,1,48,2,2,2,2,48
33884,-128,1,1,37,1,11,18,4,60,0,0,0,0,60
33885,0,1,1,37,1,11,18,6,15,0,0,0,0,15
33886,-128,0,0,25,1,9,18,4,60,0,0,0,0,60
33887,0,0,0,25,1,9,18,6,15,0,0,0,0,15
33888,-128,0,1,23,0,11,18,4,60,0,0,0,0,60
33889,0,0,1,23,0,11,18,6,15,0,0,0,0,15
33890,-128,0,1,21,0,5,18,4,60,0,0,0,0,60
33891,0,0,1,21,0,5,18,6,15,0,0,0,0,15
33892,-64,1,0,39,1,10,3,4,48,0,0,0,0,48
33893,-64,0,1,33,1,10,3,4,48,0,0,0,0,48
33894,-60,1,1,79,1,1,24,1,48,2,1,2,2,48
33895,-60,0,0,73,1,3,24,1,48,2,1,2,2,48
33896,-60,0,1,44,0,11,24,1,48,2,1,2,2,48
33897,-60,0,1,29,1,5,24,1,48,2,1,2,2,48
33898,-80,1,1,21,0,8,3,4,48,0,0,0,0,48
33899,-80,0,0,24,0,7,3,4,48,0,0,0,0,48
33900,0,1,0,34,0,11,6,1,54,2,2,2,2,54
33901,0,0,0,19,0,11,6,1,54,2,2,2,2,54
33902,96,1,0,54,0,5,24,1,48,2,1,2,2,48
33903,64,1,0,54,0,5,24,1,48,2,2,2,2,48
33904,96,0,0,33,0,11,24,1,48,2,1,2,2,48
33905,64,0,0,33,0,11,24,1,48,2,2,2,2,48
33906,96,0,0,29,0,16,24,1,48,2,1,2,2,48
33907,64,0,0,29,0,16,24,1,48,2,2,2,2,48
33908,96,0,0,28,0,15,24,1,48,2,1,2,2,48
33909,64,0,0,28,0,15,24,1,48,2,2,2,2,48
33910,-18,1,0,74,0,5,36,1,48,2,1,2,2,48
33911,-18,0,1,49,1,11,36,1,48,2,1,2,2,48
33912,-18,0,0,50,1,11,36,1,48,2,1,2,2,48
33913,-18,0,0,23,0,16,36,1,48,2,1,2,2,48
33914,-18,0,1,71,0,6,36,1,48,2,1,2,2,48
33915,-64,1,1,38,0,22,96,1,40,2,2,2,2,40
33916,-64,0,0,23,0,16,96,1,40,2,2,2,2,40
33917,-64,1,1,48,1,16,60,1,40,2,2,2,2,40
33918,-64,0,0,56,1,11,60,1,40,2,2,2,2,40
33919,96,1,1,66,1,5,-16,4,60,0,0,0,0,60
33920,0,1,1,66,1,5,-16,6,21,0,0,0,0,21
33921,-32,1,1,66,1,5,12,4,40,0,0,0,0,40
33922,-128,1,1,66,1,5,42,1,56,2,2,2,2,56
33923,96,0,0,58,1,9,-16,4,60,0,0,0,0,60
33924,0,0,0,58,1,9,-16,6,21,0,0,0,0,21
33925,-32,0,0,58,1,9,12,4,40,0,0,0,0,40
33926,-128,0,0,58,1,9,42,1,56,2,2,2,2,56
33927,96,0,1,32,1,11,-16,4,60,0,0,0,0,60
33928,0,0,1,32,1,11,-16,6,21,0,0,0,0,21
33929,-32,0,1,32,1,11,12,4,40,0,0,0,0,40
33930,-128,0,1,32,1,11,42,1,56,2,2,2,2,56
33931,96,0,0,31,1,14,-16,4,60,0,0,0,0,60
33932,0,0,0,31,1,14,-16,6,21,0,0,0,0,21
33933,-32,0,0,31,1,14,12,4,40,0,0,0,0,40
33934,-128,0,0,31,1,14,42,1,56,2,2,2,2,56
33935,0,1,0,70,0,7,24,4,40,0,0,0,0,40
33936,0,0,0,45,1,16,24,4,40,0,0,0,0,40
33937,0,0,1,44,1,11,24,4,40,0,0,0,0,40
33938,-96,1,1,29,1,20,60,1,60,2,2,2,2,60
33939,-128,1,1,29,1,20,48,5,24,0,0,0,0,24
33940,-96,0,0,26,1,16,60,1,60,2,2,2,2,60
33941,-128,0,0,26,1,16,48,5,24,0,0,0,0,24
33942,-96,1,0,58,0,14,-112,4,60,0,0,0,0,60
33943,-96,0,0,57,0,14,-112,4,60,0,0,0,0,60
33944,-96,0,1,38,1,16,-112,4,60,0,0,0,0,60
33945,0,1,1,58,1,7,3,1,40,2,1,2,2,40
33946,0,0,0,46,1,11,3,1,40,2,1,2,2,40
33947,0,0,0,28,0,16,3,1,40,2,1,2,2,40
33948,0,0,1,23,0,14,3,1,40,2,1,2,2,40
33949,-64,1,0,67,1,4,3,4,48,0,0,0,0,48
33950,-64,0,1,72,1,4,3,4,48,0,0,0,0,48
33951,-64,0,0,32,0,13,3,4,48,0,0,0,0,48
33952,-64,0,1,30,0,11,3,4,48,0,0,0,0,48
33953,-64,0,1,85,0,3,3,4,48,0,0,0,0,48
33954,-32,1,1,53,0,15,24,1,60,2,2,2,2,60
33955,-32,0,1,83,0,2,24,1,60,2,2,2,2,60
33956,-64,1,1,75,1,11,-92,2,48,2,2,2,2,48
33957,96,1,1,75,1,11,36,4,48,0,0,0,0,48
33958,-64,0,0,70,1,11,-92,2,48,2,2,2,2,48
33959,96,0,0,70,1,11,36,4,48,0,0,0,0,48
33960,-64,0,0,43,0,16,-92,2,48,2,2,2,2,48
33961,96,0,0,43,0,16,36,4,48,0,0,0,0,48
33962,-64,0,1,81,0,0,-92,2,48,2,2,2,2,48
33963,96,0,1,81,0,0,36,4,48,0,0,0,0,48
33964,-96,1,1,38,1,18,-124,1,48,2,2,2,2,48
33965,-128,1,1,38,1,18,60,4,60,0,0,0,0,60
33966,-96,0,0,36,1,16,-124,1,48,2,2,2,2,48
33967,-128,0,0,36,1,16,60,4,60,0,0,0,0,60
33968,-32,1,1,64,0,11,24,4,48,0,0,0,0,48
33969,-32,0,0,88,0,0,24,4,48,0,0,0,0,48
33970,-32,0,1,66,0,5,24,4,48,0,0,0,0,48
33971,0,1,1,53,1,11,6,6,40,0,0,0,0,40
33972,96,1,1,53,1,11,24,4,40,0,0,0,0,40
33973,0,0,0,47,1,16,6,6,40,0,0,0,0,40
33974,96,0,0,47,1,16,24,4,40,0,0,0,0,40
33975,0,0,0,27,0,11,6,6,40,0,0,0,0,40
33976,96,0,0,27,0,11,24,4,40,0,0,0,0,40
33977,-60,1,1,20,1,11,24,1,60,2,1,2,2,60
33978,-60,0,0,26,1,12,24,1,60,2,1,2,2,60
33979,0,1,0,52,0,5,12,3,50,2,1,2,2,50
33980,32,1,1,52,1,4,120,4,55,0,0,0,0,55
33981,-96,1,1,52,1,4,4,4,40,0,0,0,0,40
33982,32,0,0,21,0,11,120,4,55,0,0,0,0,55
33983,-96,0,0,21,0,11,4,4,40,0,0,0,0,40
33984,-18,1,1,45,1,11,20,1,48,2,1,1,2,48
33985,96,1,1,45,1,11,4,4,24,0,0,0,0,24
33986,-18,0,0,46,1,8,20,1,48,2,1,1,2,48
33987,96,0,0,46,1,8,4,4,24,0,0,0,0,24
33988,-18,0,0,23,0,12,20,1,48,2,1,1,2,48
33989,96,0,0,23,0,12,4,4,24,0,0,0,0,24
33990,0,1,0,55,0,5,60,4,20,0,0,0,0,20
33991,0,0,0,36,0,0,60,4,20,0,0,0,0,20
33992,0,0,0,72,0,2,60,4,20,0,0,0,0,20
33993,-64,1,1,56,1,11,96,4,48,0,0,0,0,48
33994,-64,0,0,40,1,5,96,4,48,0,0,0,0,48
33995,-64,0,0,20,0,11,96,4,48,0,0,0,0,48
33996,-128,1,0,32,0,11,2,4,21,0,0,0,0,21
33997,-128,0,1,66,0,5,2,4,21,0,0,0,0,21
33998,-128,0,1,69,0,5,2,4,21,0,0,0,0,21
33999,-32,1,0,53,1,8,96,1,48,2,1,2,2,48
34000,-32,0,1,48,1,6,96,1,48,2,1,2,2,48
34001,-32,0,1,29,0,14,96,1,48,2,1,2,2,48
34002,-32,0,0,82,0,0,96,1,48,2,1,2,2,48
34003,-18,1,1,54,1,4,6,1,48,2,1,2,2,48
34004,96,1,1,54,1,4,24,4,20,0,0,0,0,20
34005,-128,1,1,54,1,4,8,4,48,0,0,0,0,48
34006,-18,0,0,58,1,5,6,1,48,2,1,2,2,48
34007,96,0,0,58,1,5,24,4,20,0,0,0,0,20
34008,-128,0,0,58,1,5,8,4,48,0,0,0,0,48
34009,-18,0,1,27,1,11,6,1,48,2,1,2,2,48
34010,96,0,1,27,1,11,24,4,20,0,0,0,0,20
34011,-128,0,1,27,1,11,8,4,48,0,0,0,0,48
34012,-18,0,0,20,1,8,6,1,48,2,1,2,2,48
34013,96,0,0,20,1,8,24,4,20,0,0,0,0,20
34014,-128,0,0,20,1,8,8,4,48,0,0,0,0,48
34015,0,1,0,56,1,5,6,4,48,0,0,0,0,48
34016,0,1,0,56,1,5,0,4,6,0,0,0,0,6
34017,0,1,0,56,1,5,0,4,5,0,0,0,0,5
34018,0,0,1,50,1,5,6,4,48,0,0,0,0,48
34019,0,0,1,50,1,5,0,4,6,0,0,0,0,6
34020,0,0,1,50,1,5,0,4,5,0,0,0,0,5
34021,0,0,1,25,0,5,6,4,48,0,0,0,0,48
34022,0,0,1,25,0,5,0,4,6,0,0,0,0,6
34023,0,0,1,25,0,5,0,4,5,0,0,0,0,5
34024,0,1,1,57,0,1,6,4,48,0,0,0,0,48
34025,0,1,1,57,0,1,0,4,6,0,0,0,0,6
34026,0,1,1,57,0,1,0,4,5,0,0,0,0,5
34027,-32,1,0,45,0,9,-16,4,48,0,0,0,0,48
34028,0,1,0,45,0,9,10,4,48,0,0,0,0,48
34029,0,1,0,45,0,9,5,4,48,0,0,0,0,48
34030,0,1,0,45,0,9,2,4,48,0,0,0,0,48
34031,-32,0,1,26,0,9,-16,4,48,0,0,0,0,48
34032,0,0,1,26,0,9,10,4,48,0,0,0,0,48
34033,0,0,1,26,0,9,5,4,48,0,0,0,0,48
34034,0,0,1,26,0,9,2,4,48,0,0,0,0,48
34035,-32,0,1,22,0,11,-16,4,48,0,0,0,0,48
34036,0,0,1,22,0,11,10,4,48,0,0,0,0,48
34037,0,0,1,22,0,11,5,4,48,0,0,0,0,48
34038,0,0,1,22,0,11,2,4,48,0,0,0,0,48
34039,-32,0,0,22,0,0,-16,4,48,0,0,0,0,48
34040,0,0,0,22,0,0,10,4,48,0,0,0,0,48
34041,0,0,0,22,0,0,5,4,48,0,0,0,0,48
34042,0,0,0,22,0,0,2,4,48,0,0,0,0,48
34043,0,1,0,29,0,11,1,4,48,0,0,0,0,48
34044,0,1,0,29,0,11,0,4,48,0,0,0,0,48
34045,0,0,0,55,0,5,1,4,48,0,0,0,0,48
34046,0,0,0,55,0,5,0,4,48,0,0,0,0,48
34047,-32,1,0,43,0,7,2,4,25,0,0,0,0,25
34048,0,1,0,43,0,7,35,4,48,0,0,0,0,48
34049,0,1,0,43,0,7,24,4,48,0,0,0,0,48
34050,-32,0,1,26,0,8,2,4,25,0,0,0,0,25
34051,0,0,1,26,0,8,35,4,48,0,0,0,0,48
34052,0,0,1,26,0,8,24,4,48,0,0,0,0,48
34053,-32,0,1,22,0,0,2,4,25,0,0,0,0,25
34054,0,0,1,22,0,0,35,4,48,0,0,0,0,48
34055,0,0,1,22,0,0,24,4,48,0,0,0,0,48
34056,0,1,1,33,1,9,12,1,54,2,2,2,2,54
34057,32,1,1,33,1,9,24,4,54,0,0,0,0,54
34058,0,0,0,36,1,8,12,1,54,2,2,2,2,54
34059,32,0,0,36,1,8,24,4,54,0,0,0,0,54
34060,-128,1,1,60,1,0,-112,4,52,0,0,0,0,52
34061,48,1,1,60,1,0,24,4,6,0,0,0,0,6
34062,64,1,1,60,1,0,24,4,48,0,0,0,0,48
34063,-128,0,0,57,1,0,-112,4,52,0,0,0,0,52
34064,48,0,0,57,1,0,24,4,6,0,0,0,0,6
34065,64,0,0,57,1,0,24,4,48,0,0,0,0,48
34066,-128,0,0,28,0,14,-112,4,52,0,0,0,0,52
34067,48,0,0,28,0,14,24,4,6,0,0,0,0,6
34068,64,0,0,28,0,14,24,4,48,0,0,0,0,48
34069,0,1,0,54,0,2,-16,4,50,0,0,0,0,50
34070,0,0,1,38,0,9,-16,4,50,0,0,0,0,50
34071,0,1,0,33,1,13,8,6,20,0,0,0,0,20
34072,0,0,1,25,1,13,8,6,20,0,0,0,0,20
34073,0,1,1,33,1,16,84,1,48,2,2,1,2,48
34074,0,0,0,31,1,13,84,1,48,2,2,1,2,48
34075,-64,1,0,46,1,7,6,4,10,0,0,0,0,10
34076,64,1,0,46,1,7,4,4,50,0,0,0,0,50
34077,-64,0,1,53,1,11,6,4,10,0,0,0,0,10
34078,64,0,1,53,1,11,4,4,50,0,0,0,0,50
34079,-18,1,0,49,1,3,24,1,48,2,1,2,2,48
34080,96,1,0,49,1,3,24,4,42,0,0,0,0,42
34081,-18,0,1,52,1,2,24,1,48,2,1,2,2,48
34082,96,0,1,52,1,2,24,4,42,0,0,0,0,42
34083,-18,0,1,24,0,13,24,1,48,2,1,2,2,48
34084,96,0,1,24,0,13,24,4,42,0,0,0,0,42
34085,-18,0,0,21,0,11,24,1,48,2,1,2,2,48
34086,96,0,0,21,0,11,24,4,42,0,0,0,0,42
34087,-128,1,1,25,0,6,16,4,35,0,0,0,0,35
34088,-128,0,0,52,0,5,16,4,35,0,0,0,0,35
34089,32,1,0,48,0,2,120,4,48,0,0,0,0,48
34090,32,1,0,48,0,2,-76,4,50,0,0,0,0,50
34091,32,0,1,56,0,0,120,4,48,0,0,0,0,48
34092,32,0,1,56,0,0,-76,4,50,0,0,0,0,50
34093,32,0,0,22,0,11,120,4,48,0,0,0,0,48
34094,32,0,0,22,0,11,-76,4,50,0,0,0,0,50
34095,32,0,0,20,0,5,120,4,48,0,0,0,0,48
34096,32,0,0,20,0,5,-76,4,50,0,0,0,0,50
34097,32,0,1,49,0,0,120,4,48,0,0,0,0,48
34098,32,0,1,49,0,0,-76,4,50,0,0,0,0,50
34099,32,0,0,61,0,3,120,4,48,0,0,0,0,48
34100,32,0,0,61,0,3,-76,4,50,0,0,0,0,50
34101,0,1,0,44,0,5,13,1,48,2,2,2,2,48
34102,-18,1,0,44,0,5,6,1,48,2,2,2,2,48
34103,-112,1,0,44,0,5,4,4,24,0,0,0,0,24
34104,-32,1,0,44,0,5,12,4,20,0,0,0,0,20
34105,-32,1,0,44,0,5,120,4,25,0,0,0,0,25
34106,0,0,0,20,0,11,13,1,48,2,2,2,2,48
34107,-112,0,0,20,0,11,4,4,24,0,0,0,0,24
34108,-32,0,0,20,0,11,12,4,20,0,0,0,0,20
34109,-32,0,0,20,0,11,120,4,25,0,0,0,0,25
34110,0,0,0,19,0,11,13,1,48,2,2,2,2,48
34111,-18,0,0,19,0,11,6,1,48,2,2,2,2,48
34112,-112,0,0,19,0,11,4,4,24,0,0,0,0,24
34113,-32,0,0,19,0,11,12,4,20,0,0,0,0,20
34114,-32,0,0,19,0,11,120,4,25,0,0,0,0,25
34115,0,0,0,24,0,13,13,1,48,2,2,2,2,48
34116,-18,0,0,24,0,13,6,1,48,2,2,2,2,48
34117,-112,0,0,24,0,13,4,4,24,0,0,0,0,24
34118,-32,0,0,24,0,13,12,4,20,0,0,0,0,20
34119,-32,0,0,24,0,13,120,4,25,0,0,0,0,25
34120,0,0,1,21,0,11,13,1,48,2,2,2,2,48
34121,-18,0,1,21,0,11,6,1,48,2,2,2,2,48
34122,-112,0,1,21,0,11,4,4,24,0,0,0,0,24
34123,-32,0,1,21,0,11,12,4,20,0,0,0,0,20
34124,-32,0,1,21,0,11,120,4,25,0,0,0,0,25
34125,0,0,0,38,0,11,13,1,48,2,2,2,2,48
34126,-18,0,0,38,0,11,6,1,48,2,2,2,2,48
34127,-112,0,0,38,0,11,4,4,24,0,0,0,0,24
34128,-32,0,0,38,0,11,12,4,20,0,0,0,0,20
34129,-32,0,0,38,0,11,120,4,25,0,0,0,0,25
34130,64,1,1,50,1,11,92,1,40,2,2,2,2,40
34131,64,0,0,51,1,11,92,1,40,2,2,2,2,40
34132,-96,1,1,49,1,11,5,4,16,0,0,0,0,16
34133,0,1,1,49,1,11,3,4,48,0,0,0,0,48
34134,0,1,1,49,1,11,24,3,48,2,2,2,2,48
34135,0,1,1,49,1,11,9,4,40,0,0,0,0,40
34136,-96,0,0,46,1,5,5,4,16,0,0,0,0,16
34137,0,0,0,46,1,5,3,4,48,0,0,0,0,48
34138,0,0,0,46,1,5,24,3,48,2,2,2,2,48
34139,0,0,0,46,1,5,9,4,40,0,0,0,0,40
34140,-96,0,0,27,0,16,5,4,16,0,0,0,0,16
34141,0,0,0,27,0,16,3,4,48,0,0,0,0,48
34142,0,0,0,27,0,16,24,3,48,2,2,2,2,48
34143,0,0,0,27,0,16,9,4,40,0,0,0,0,40
34144,-96,0,0,54,0,4,5,4,16,0,0,0,0,16
34145,0,0,0,54,0,4,3,4,48,0,0,0,0,48
34146,0,0,0,54,0,4,24,3,48,2,2,2,2,48
34147,0,0,0,54,0,4,9,4,40,0,0,0,0,40
34148,-96,0,1,63,1,5,5,4,16,0,0,0,0,16
34149,0,0,1,63,1,5,3,4,48,0,0,0,0,48
34150,0,0,1,63,1,5,24,3,48,2,2,2,2,48
34151,0,0,1,63,1,5,9,4,40,0,0,0,0,40
34152,-96,0,0,59,1,8,5,4,16,0,0,0,0,16
34153,0,0,0,59,1,8,3,4,48,0,0,0,0,48
34154,0,0,0,59,1,8,24,3,48,2,2,2,2,48
34155,0,0,0,59,1,8,9,4,40,0,0,0,0,40
34156,96,1,1,45,0,18,-124,2,30,2,2,2,2,30
34157,96,0,0,74,0,2,-124,2,30,2,2,2,2,30
34158,96,0,1,23,0,11,-124,2,30,2,2,2,2,30
34159,16,1,0,29,0,11,14,1,40,2,1,1,2,40
34160,16,0,1,70,0,1,14,1,40,2,1,1,2,40
34161,-128,1,1,31,1,16,8,1,48,2,2,2,2,48
34162,-80,1,1,31,1,16,4,1,40,2,2,2,2,40
34163,-128,0,0,32,1,16,8,1,48,2,2,2,2,48
34164,-80,0,0,32,1,16,4,1,40,2,2,2,2,40
34165,-32,1,0,20,0,11,3,1,48,2,2,2,2,48
34166,-96,1,0,20,0,11,2,4,58,0,0,0,0,58
34167,-32,0,1,25,0,11,3,1,48,2,2,2,2,48
34168,-96,0,1,25,0,11,2,4,58,0,0,0,0,58
34169,-128,1,1,51,1,5,60,4,60,0,0,0,0,60
34170,-128,1,1,51,1,5,6,4,30,0,0,0,0,30
34171,-48,1,1,51,1,5,60,1,48,2,2,2,2,48
34172,-128,0,0,48,1,4,60,4,60,0,0,0,0,60
34173,-128,0,0,48,1,4,6,4,30,0,0,0,0,30
34174,-48,0,0,48,1,4,60,1,48,2,2,2,2,48
34175,-128,0,0,27,0,11,60,4,60,0,0,0,0,60
34176,-128,0,0,27,0,11,6,4,30,0,0,0,0,30
34177,-48,0,0,27,0,11,60,1,48,2,2,2,2,48
34178,-128,0,0,24,0,11,60,4,60,0,0,0,0,60
34179,-128,0,0,24,0,11,6,4,30,0,0,0,0,30
34180,-48,0,0,24,0,11,60,1,48,2,2,2,2,48
34181,64,1,0,46,0,5,60,4,54,0,0,0,0,54
34182,64,0,1,49,0,0,60,4,54,0,0,0,0,54
34183,-96,1,0,63,0,0,18,4,24,0,0,0,0,24
34184,-112,1,0,63,0,0,2,4,30,0,0,0,0,30
34185,0,1,0,63,0,0,0,4,48,0,0,0,0,48
34186,-96,1,1,49,1,2,4,4,40,0,0,0,0,40
34187,-96,0,0,53,1,11,4,4,40,0,0,0,0,40
34188,-96,1,1,21,0,9,3,4,48,0,0,0,0,48
34189,-96,0,0,19,0,11,3,4,48,0,0,0,0,48
34190,-18,1,1,30,1,11,18,1,48,2,1,2,2,48
34191,-18,0,0,26,1,11,18,1,48,2,1,2,2,48
34192,0,1,0,57,0,7,-16,4,60,0,0,0,0,60
34193,64,1,0,57,0,7,3,1,50,2,2,2,2,50
34194,0,0,1,59,0,11,-16,4,60,0,0,0,0,60
34195,64,0,1,59,0,11,3,1,50,2,2,2,2,50
34196,-96,1,1,29,1,12,60,4,60,0,0,0,0,60
34197,-96,0,0,23,1,11,60,4,60,0,0,0,0,60
34198,32,1,0,58,1,1,36,4,24,0,0,0,0,24
34199,32,0,1,72,1,0,36,4,24,0,0,0,0,24
34200,32,0,1,34,0,6,36,4,24,0,0,0,0,24
34201,-112,1,0,63,0,7,6,4,30,0,0,0,0,30
34202,112,1,0,63,0,7,13,4,30,0,0,0,0,30
34203,-112,0,0,29,0,11,6,4,30,0,0,0,0,30
34204,112,0,0,29,0,11,13,4,30,0,0,0,0,30
34205,-112,0,0,58,0,11,6,4,30,0,0,0,0,30
34206,112,0,0,58,0,11,13,4,30,0,0,0,0,30
34207,48,1,1,45,0,16,11,4,40,0,0,0,0,40
34208,0,1,1,45,0,16,0,4,40,0,0,0,0,40
34209,48,0,0,19,1,9,11,4,40,0,0,0,0,40
34210,0,0,0,19,1,9,0,4,40,0,0,0,0,40
34211,48,0,1,21,1,9,11,4,40,0,0,0,0,40
34212,0,0,1,21,1,9,0,4,40,0,0,0,0,40
34213,-128,1,0,65,0,1,3,4,6,0,0,0,0,6
34214,-96,1,0,65,0,1,3,4,12,0,0,0,0,12
34215,-128,1,0,65,0,1,24,4,20,0,0,0,0,20
34216,112,1,0,65,0,1,60,1,48,2,1,1,2,48
34217,-128,0,0,45,0,11,3,4,6,0,0,0,0,6
34218,-96,0,0,45,0,11,3,4,12,0,0,0,0,12
34219,-128,0,0,45,0,11,24,4,20,0,0,0,0,20
34220,112,0,0,45,0,11,60,1,48,2,1,1,2,48
34221,-128,0,1,45,0,5,3,4,6,0,0,0,0,6
34222,-96,0,1,45,0,5,3,4,12,0,0,0,0,12
34223,-128,0,1,45,0,5,24,4,20,0,0,0,0,20
34224,112,0,1,45,0,5,60,1,48,2,1,1,2,48
34225,-128,0,0,20,0,13,3,4,6,0,0,0,0,6
34226,-96,0,0,20,0,13,3,4,12,0,0,0,0,12
34227,-128,0,0,20,0,13,24,4,20,0,0,0,0,20
34228,112,0,0,20,0,13,60,1,48,2,1,1,2,48
34229,-128,0,1,41,1,11,3,4,6,0,0,0,0,6
34230,-96,0,1,41,1,11,3,4,12,0,0,0,0,12
34231,-128,0,1,41,1,11,24,4,20,0,0,0,0,20
34232,112,0,1,41,1,11,60,1,48,2,1,1,2,48
34233,-128,0,0,27,1,11,3,4,6,0,0,0,0,6
34234,-96,0,0,27,1,11,3,4,12,0,0,0,0,12
34235,-128,0,0,27,1,11,24,4,20,0,0,0,0,20
34236,112,0,0,27,1,11,60,1,48,2,1,1,2,48
34237,-128,0,1,31,0,14,3,4,6,0,0,0,0,6
34238,-96,0,1,31,0,14,3,4,12,0,0,0,0,12
34239,-128,0,1,31,0,14,24,4,20,0,0,0,0,20
34240,112,0,1,31,0,14,60,1,48,2,1,1,2,48
34241,80,1,0,32,1,6,12,4,21,0,0,0,0,21
34242,80,0,1,33,1,6,12,4,21,0,0,0,0,21
34243,32,1,0,30,1,11,6,4,50,0,0,0,0,50
34244,32,0,1,29,1,3,6,4,50,0,0,0,0,50
34245,64,1,0,37,1,5,24,4,21,0,0,0,0,21
34246,-64,1,0,37,1,5,24,4,42,0,0,0,0,42
34247,64,0,1,39,1,6,24,4,21,0,0,0,0,21
34248,-64,0,1,39,1,6,24,4,42,0,0,0,0,42
34249,-48,1,0,54,0,0,20,4,56,0,0,0,0,56
34250,-128,1,0,54,0,0,24,4,32,0,0,0,0,32
34251,-96,1,0,54,0,0,12,4,48,0,0,0,0,48
34252,-48,0,1,29,0,11,20,4,56,0,0,0,0,56
34253,-128,0,1,29,0,11,24,4,32,0,0,0,0,32
34254,-96,0,1,29,0,11,12,4,48,0,0,0,0,48
34255,-48,0,1,25,0,11,20,4,56,0,0,0,0,56
34256,-128,0,1,25,0,11,24,4,32,0,0,0,0,32
34257,-96,0,1,25,0,11,12,4,48,0,0,0,0,48
34258,-128,1,1,22,1,11,8,4,60,0,0,0,0,60
34259,-120,1,0,54,0,4,12,4,6,0,0,0,0,6
34260,-18,1,1,29,1,11,14,1,48,2,1,2,2,48
34261,-18,0,0,25,1,11,14,1,48,2,1,2,2,48
34262,-64,1,0,38,1,11,48,4,55,0,0,0,0,55
34263,-64,0,1,42,1,6,48,4,55,0,0,0,0,55
34264,-64,1,1,32,1,11,15,4,60,0,0,0,0,60
34265,-64,0,0,30,1,11,15,4,60,0,0,0,0,60
34266,-18,1,1,35,1,5,24,1,54,2,1,1,2,54
34267,64,1,1,35,1,5,60,4,24,0,0,0,0,24
34268,-18,0,0,34,1,2,24,1,54,2,1,1,2,54
34269,64,0,0,34,1,2,60,4,24,0,0,0,0,24
34270,-18,1,0,50,0,5,12,1,48,2,1,2,2,48
34271,-18,0,0,27,0,11,12,1,48,2,1,2,2,48
34272,64,1,0,19,1,11,12,4,40,0,0,0,0,40
34273,112,1,0,19,1,11,15,4,60,0,0,0,0,60
34274,64,0,1,30,1,11,12,4,40,0,0,0,0,40
34275,112,0,1,30,1,11,15,4,60,0,0,0,0,60
34276,-64,1,0,38,0,10,6,4,30,0,0,0,0,30
34277,0,1,1,71,1,5,0,4,25,0,0,0,0,25
34278,-64,1,1,71,1,5,6,4,48,0,0,0,0,48
34279,0,0,0,64,1,5,0,4,25,0,0,0,0,25
34280,-64,0,0,64,1,5,6,4,48,0,0,0,0,48
34281,0,1,1,68,1,6,0,4,25,0,0,0,0,25
34282,-64,1,1,68,1,6,6,4,48,0,0,0,0,48
34283,0,0,0,60,1,5,0,4,25,0,0,0,0,25
34284,-64,0,0,60,1,5,6,4,48,0,0,0,0,48
34285,-18,1,0,86,0,3,6,1,48,2,1,2,2,48
34286,-128,1,0,86,0,3,3,1,48,2,1,2,2,48
34287,32,1,0,86,0,3,36,4,30,0,0,0,0,30
34288,32,1,0,86,0,3,36,4,60,0,0,0,0,60
34289,-18,0,1,67,0,0,6,1,48,2,1,2,2,48
34290,-128,0,1,67,0,0,3,1,48,2,1,2,2,48
34291,32,0,1,67,0,0,36,4,30,0,0,0,0,30
34292,32,0,1,67,0,0,36,4,60,0,0,0,0,60
34293,-18,0,0,65,0,5,6,1,48,2,1,2,2,48
34294,-128,0,0,65,0,5,3,1,48,2,1,2,2,48
34295,32,0,0,65,0,5,36,4,30,0,0,0,0,30
34296,32,0,0,65,0,5,36,4,60,0,0,0,0,60
34297,-18,0,1,27,0,11,6,1,48,2,1,2,2,48
34298,-128,0,1,27,0,11,3,1,48,2,1,2,2,48
34299,32,0,1,27,0,11,36,4,30,0,0,0,0,30
34300,32,0,1,27,0,11,36,4,60,0,0,0,0,60
34301,-18,0,1,42,1,13,6,1,48,2,1,2,2,48
